problem_type,distress_condition,requested_support,vulnerable_condition,complaint_summary,id
น้ำท่วม,น้ำขึ้นสูงกว่า 2 เมตร ติดอยู่ชั้นลอย ไม่มีหน้าต่างระเบียง สัญญาณขาด แบตใกล้หมด,อพยพ,คนและแมว,ผู้ร้องขออพยพเนื่องจากน้ำท่วมสูงกว่า 2 เมตร ติดอยู่ชั้นลอย ไม่มีหน้าต่างระเบียง สัญญาณขาด แบตใกล้หมด,message_00608
น้ำท่วมชั้น2,น้ำท่วมชั้น2 ผู้ใหญ่ติดในบ้านทุกหลังและเด็กเล็ก,อพยพ,เด็กเล็ก,ผู้ร้องขออพยพออกจากบ้านด่วนเนื่องจากน้ำท่วมชั้น2 ผู้ใหญ่ติดในบ้านทุกหลังและเด็กเล็ก,message_00609
น้ำท่วม,น้ำกำลังท่วมสูงขึ้น มีอาหารเหลือแค่นม3กล่อง ผู้ปกครองติดอยู่ที่หาดใหญ่,ไม่ได้ระบุ,เด็ก,ผู้ร้องขอความช่วยเหลือเนื่องจากน้ำท่วมสูงขึ้น ผู้ปกครองติดอยู่ที่หาดใหญ่ มีอาหารเหลือแค่นม3กล่อง และอยู่ในสงขลา,message_00610
น้ำท่วมสูง,น้ำท่วมสูง,เรือ,ไม่ได้ระบุ,ผู้ร้องขอเรือเพื่อรับพวกเขาออกจากพื้นที่น้ำท่วมสูง,message_00620
น้ำท่วม,น้ำท่วมสูง 2 เมตร,เรืออพยพ,ไม่ได้ระบุ,ผู้ร้องขออพยพด้วยเรือเนื่องจากน้ำท่วมสูง 2 เมตรที่คอนโดซิตี้ รีสอร์ท ภาสว่าง,message_00627
น้ำขึ้นชั้น 2,น้ำท่วมสูงชั้น2 ผู้ติดอยู่ในบ้าน,ไม่ได้ระบุ,ไม่ได้ระบุ,ผู้ร้องขอความช่วยเหลือเนื่องจากน้ำท่วมสูงชั้น 2 ผู้ติดอยู่ในบ้าน,message_00628
น้ำขึ้นชั้น 2,บ้านลั้นครึ่งน้ำมิดชั้น2 ติดอยู่ที่ชั้น2 ระเบียง ขาดอาหาร,อพยพ,ผู้สูงอายุ,ผู้ร้องขออพยพด่วนเนื่องจากน้ำขึ้นชั้น 2 บ้านลั้นครึ่งน้ำมิดชั้น2 ติดอยู่ที่ชั้น2 ระเบียง ขาดอาหาร ผู้สูงอายุ 2 คน,message_00629
น้ำท่วมสูง,น้ำท่วมถึงชั้น 2 น้ำและนมหมด มีเด็กอายุ 28 วัน เด็ก 12 ขวบ ผู้ใหญ่ 4 คน อยู่บ้านเลขที่ 5 โชคสมาน 5 ซอย 8,อพยพ,เด็กอายุ 28 วัน เด็ก 12 ขวบ,ผู้ร้องขออพยพด่วนเนื่องจากน้ำท่วมสูงถึงชั้น 2 น้ำและนมหมด มีเด็กอายุ 28 วัน เด็ก 12 ขวบ ผู้ใหญ่ 4 คน อยู่บ้านเลขที่ 5 โชคสมาน 5 ซอย 8,message_00630
น้ำท่วม,น้ำท่วมถึงชั้น 2 บ้านระหว่าง 2 หอพัก มีพ่อแม่แมวติดอยู่ แบตหมด ติดต่อไม่ได้ตั้งแต่ 22/11 เสบียงหมด,ไม่ได้ระบุ,ไม่ได้ระบุ,ผู้ร้องขอความช่วยเหลือเนื่องจากน้ำท่วมถึงชั้น 2 บ้านระหว่าง 2 หอพัก มีพ่อแม่แมวติดอยู่ แบตหมด ติดต่อไม่ได้ตั้งแต่ 22/11 เสบียงหมด,message_00632
น้ำท่วมสูง,น้ำท่วมสูง มีผู้ติดอยู่ในบ้าน 4 คน,อพยพ,ไม่ได้ระบุ,ผู้ร้องขออพยพเนื่องจากน้ำท่วมสูงและมีผู้ติดอยู่ในบ้าน 4 คน,message_00636
น้ำท่วมสูง,หอพักน้ำท่วมสูง ต้องการน้ำและอาหารแห้ง,น้ำและอาหารแห้ง,ไม่ได้ระบุ,ผู้ร้องขอความช่วยเหลือเนื่องจากหอพักน้ำท่วมสูง มีความต้องการน้ำและอาหารแห้ง,message_00639
น้ำท่วมสูง,คนติดอยู่ในอาคารจำนวนมาก ต้องการอาหาร,อาหาร,ไม่ได้ระบุ,ผู้ร้องขอความช่วยเหลือเนื่องจากน้ำท่วมสูงและมีคนติดอยู่ในอาคารจำนวนมาก ต้องการอาหาร,message_00643
